20:44:58.791 INFO     Starting ED Autopilot V1.7.0 beta 1.
20:46:57.291 INFO     Status update: Align
20:46:57.291 DEBUG    align
20:46:57.295 DEBUG    align= avoid sun
20:46:59.169 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:0
20:46:59.270 DEBUG    	send=SetSpeed100,key:{'key': 67, 'mods': []},key_name:Key_F9,hold:None,repeat:1,repeat_delay:None,state:None
20:46:59.572 DEBUG    align= fsd_target_align
20:46:59.601 DEBUG    has_destination:0.8088683485984802
20:46:59.842 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:2.882221393961983,repeat:1,repeat_delay:None,state:None
20:47:03.850 DEBUG    has_destination:0.8164730668067932
20:47:04.043 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.18822213939619872,repeat:1,repeat_delay:None,state:None
20:47:05.357 DEBUG    has_destination:0.8176063895225525
20:47:05.537 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:4.702277432712216,repeat:1,repeat_delay:None,state:None
20:47:10.862 DEBUG    has_destination:0.7600547075271606
20:47:11.041 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:3.726708074534162,repeat:1,repeat_delay:None,state:None
20:47:15.388 DEBUG    has_destination:0.7160225510597229
20:47:15.567 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.1483414088706668,repeat:1,repeat_delay:None,state:None
20:47:16.838 DEBUG    has_destination:0.742425799369812
20:47:17.013 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.13827804696235588,repeat:1,repeat_delay:None,state:None
20:47:18.277 DEBUG    has_destination:0.7417457699775696
20:47:18.449 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.13827804696235588,repeat:1,repeat_delay:None,state:None
20:47:19.709 DEBUG    has_destination:0.7362174391746521
20:47:19.893 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.13827804696235588,repeat:1,repeat_delay:None,state:None
20:47:21.155 DEBUG    has_destination:0.7387475371360779
20:47:21.340 DEBUG    	send=RollRightButton,key:{'key': 52, 'mods': []},key_name:Key_Period,hold:0.13827804696235588,repeat:1,repeat_delay:None,state:None
20:47:22.602 DEBUG    has_destination:0.7442196607589722
20:47:22.791 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:1.0194616977225675,repeat:1,repeat_delay:None,state:None
20:47:24.434 DEBUG    has_destination:0.6515280604362488
20:47:24.621 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.26418219461697723,repeat:1,repeat_delay:None,state:None
20:47:25.508 DEBUG    has_destination:0.6908008456230164
20:47:25.721 DEBUG    has_destination:0.6962568759918213
20:47:25.898 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.075,repeat:1,repeat_delay:None,state:None
20:47:26.119 DEBUG    has_destination:0.7149745225906372
20:47:26.302 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.075,repeat:1,repeat_delay:None,state:None
20:47:26.525 DEBUG    has_destination:0.7168407440185547
20:47:26.705 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.075,repeat:1,repeat_delay:None,state:None
20:47:26.922 DEBUG    has_destination:0.7169991731643677
20:47:27.135 DEBUG    has_destination:0.7174586057662964
20:47:27.314 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.075,repeat:1,repeat_delay:None,state:None
20:47:27.534 DEBUG    has_destination:0.7195735573768616
20:47:27.720 DEBUG    align=complete
20:47:27.721 INFO     Status update: Jump
20:47:27.721 DEBUG    jump
20:47:27.721 DEBUG    jump= try:0
20:47:28.227 DEBUG    jump= start fsd
20:47:28.227 DEBUG    	send=HyperSuperCombination,key:{'key': 36, 'mods': []},key_name:Key_J,hold:1,repeat:1,repeat_delay:None,state:None
20:47:43.343 DEBUG    jump= in jump
20:48:02.862 DEBUG    jump= speed 0
20:48:02.862 DEBUG    	send=SetSpeedZero,key:{'key': 45, 'mods': []},key_name:Key_X,hold:None,repeat:3,repeat_delay:None,state:None
20:48:04.768 DEBUG    jump=complete
20:48:04.773 DEBUG    Journal*.log: read: 1 ship: {'time': 272, 'odyssey': True, 'status': 'starting_hyperspace', 'type': 'panthermkii', 'location': 'SDSS J1416+1348', 'star_class': 'G', 'target': 'Lambda Serpentis', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 15.825, 'jumps_remains': 4, 'fuel_capacity': 128.0, 'fuel_level': 97.841667, 'fuel_percent': 76, 'is_scooping': False, 'cur_star_system': 'SDSS J1416+1348', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:48:04.773 DEBUG    Journal*.log: read: 4 ship: {'time': 272, 'odyssey': True, 'status': 'starting_hyperspace', 'type': 'panthermkii', 'location': 'SDSS J1416+1348', 'star_class': 'G', 'target': 'Alrai Sector FG-X b1-6', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 15.825, 'jumps_remains': 3, 'fuel_capacity': 128.0, 'fuel_level': 97.841667, 'fuel_percent': 76, 'is_scooping': False, 'cur_star_system': 'SDSS J1416+1348', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:48:04.773 DEBUG    Journal*.log: read: 7 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Lambda Serpentis', 'star_class': 'G', 'target': 'Alrai Sector FG-X b1-6', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 17.155, 'jumps_remains': 3, 'fuel_capacity': 128.0, 'fuel_level': 118.264969, 'fuel_percent': 92, 'is_scooping': False, 'cur_star_system': 'Lambda Serpentis', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:48:04.784 DEBUG    position=scanning
20:48:04.784 DEBUG    	send=PrimaryFire,key:{'key': 63, 'mods': []},key_name:Key_F5,hold:None,repeat:1,repeat_delay:None,state:1
20:48:04.788 DEBUG    refuel
20:48:04.799 INFO     Status update: Avoiding star
20:48:04.801 INFO     Avoiding star
20:48:04.801 DEBUG    align= avoid sun
20:48:05.314 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:05.416 DEBUG    An error occurred reading Status.json file. File may be open.
20:48:05.516 DEBUG    Attempting to re-read Status.json file after delay.
20:48:05.533 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:05.650 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:05.763 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:05.875 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:05.989 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.101 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.214 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.326 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.443 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.558 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.668 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.782 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:06.895 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.009 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.126 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.240 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.349 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.464 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.577 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.687 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.801 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:07.912 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.028 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.138 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.251 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.362 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.475 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.588 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.701 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.815 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:08.925 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.039 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.152 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.264 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.375 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.488 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.602 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.713 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.824 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:09.938 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:11.403 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:0
20:48:11.513 INFO     Skip refuel - fuel level okay
20:48:11.513 DEBUG    refuel= not needed
20:48:11.519 INFO     Status update: Maneuvering
20:48:11.520 DEBUG    position
20:48:11.520 DEBUG    	send=SetSpeed100,key:{'key': 67, 'mods': []},key_name:Key_F9,hold:None,repeat:1,repeat_delay:None,state:None
20:48:11.885 DEBUG    position=scanning complete
20:48:11.885 DEBUG    	send=PrimaryFire,key:{'key': 63, 'mods': []},key_name:Key_F5,hold:None,repeat:1,repeat_delay:None,state:0
20:48:28.937 DEBUG    position=complete
20:48:28.955 INFO     Status update: Align
20:48:28.955 DEBUG    align
20:48:28.960 DEBUG    align= avoid sun
20:48:29.474 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:29.587 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:29.697 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:29.810 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:48:31.274 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:0
20:48:31.375 DEBUG    	send=SetSpeed100,key:{'key': 67, 'mods': []},key_name:Key_F9,hold:None,repeat:1,repeat_delay:None,state:None
20:48:31.678 DEBUG    align= fsd_target_align
20:48:31.695 DEBUG    has_destination:0.5970441102981567
20:48:31.871 DEBUG    	send=RollLeftButton,key:{'key': 51, 'mods': []},key_name:Key_Comma,hold:1.013045098770034,repeat:1,repeat_delay:None,state:None
20:48:34.009 DEBUG    has_destination:0.8193060159683228
20:48:34.179 DEBUG    	send=RollLeftButton,key:{'key': 51, 'mods': []},key_name:Key_Comma,hold:0.17294073797987278,repeat:1,repeat_delay:None,state:None
20:48:35.478 DEBUG    has_destination:0.8159081339836121
20:48:35.664 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:3.726708074534162,repeat:1,repeat_delay:None,state:None
20:48:40.015 DEBUG    has_destination:0.6867988705635071
20:48:40.195 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:1.1668737060041408,repeat:1,repeat_delay:None,state:None
20:48:41.986 DEBUG    has_destination:0.7040846347808838
20:48:42.173 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.5316770186335404,repeat:1,repeat_delay:None,state:None
20:48:43.328 DEBUG    has_destination:0.7036197185516357
20:48:43.512 DEBUG    	send=PitchDownButton,key:{'key': 26, 'mods': []},key_name:Key_LeftBracket,hold:0.26418219461697723,repeat:1,repeat_delay:None,state:None
20:48:44.399 DEBUG    has_destination:0.712904691696167
20:48:44.573 DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.2,repeat:1,repeat_delay:None,state:None
20:48:44.875 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:0.075,repeat:1,repeat_delay:None,state:None
20:48:45.092 DEBUG    has_destination:0.6989589929580688
20:48:45.272 DEBUG    	send=YawRightButton,key:{'key': 32, 'mods': []},key_name:Key_D,hold:0.2,repeat:1,repeat_delay:None,state:None
20:48:45.617 DEBUG    has_destination:0.7321708798408508
20:48:45.796 DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.2,repeat:1,repeat_delay:None,state:None
20:48:46.145 DEBUG    has_destination:0.7355998754501343
20:48:46.327 DEBUG    	send=YawRightButton,key:{'key': 32, 'mods': []},key_name:Key_D,hold:0.09,repeat:1,repeat_delay:None,state:None
20:48:46.561 DEBUG    has_destination:0.7206735014915466
20:48:46.747 DEBUG    	send=YawRightButton,key:{'key': 32, 'mods': []},key_name:Key_D,hold:0.09,repeat:1,repeat_delay:None,state:None
20:48:46.980 DEBUG    has_destination:0.7419881224632263
20:48:47.199 DEBUG    has_destination:0.7334641814231873
20:48:47.375 DEBUG    	send=YawLeftButton,key:{'key': 30, 'mods': []},key_name:Key_A,hold:0.09,repeat:1,repeat_delay:None,state:None
20:48:47.605 DEBUG    has_destination:0.7464941143989563
20:48:47.824 DEBUG    has_destination:0.7342873215675354
20:48:48.001 DEBUG    align=complete
20:48:48.003 INFO     Status update: Jump
20:48:48.003 DEBUG    jump
20:48:48.003 DEBUG    jump= try:0
20:48:48.508 DEBUG    jump= start fsd
20:48:48.508 DEBUG    	send=HyperSuperCombination,key:{'key': 36, 'mods': []},key_name:Key_J,hold:1,repeat:1,repeat_delay:None,state:None
20:49:03.626 DEBUG    jump= in jump
20:49:23.146 DEBUG    jump= speed 0
20:49:23.146 DEBUG    	send=SetSpeedZero,key:{'key': 45, 'mods': []},key_name:Key_X,hold:None,repeat:3,repeat_delay:None,state:None
20:49:25.052 DEBUG    jump=complete
20:49:25.057 DEBUG    Journal*.log: read: 1 ship: {'time': 272, 'odyssey': True, 'status': 'starting_hyperspace', 'type': 'panthermkii', 'location': 'Lambda Serpentis', 'star_class': 'M', 'target': 'Alrai Sector FG-X b1-6', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 17.155, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 118.264969, 'fuel_percent': 92, 'is_scooping': False, 'cur_star_system': 'Lambda Serpentis', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:49:25.057 DEBUG    Journal*.log: read: 4 ship: {'time': 272, 'odyssey': True, 'status': 'starting_hyperspace', 'type': 'panthermkii', 'location': 'Lambda Serpentis', 'star_class': 'M', 'target': 'V2367 Ophiuchii', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 17.155, 'jumps_remains': 2, 'fuel_capacity': 128.0, 'fuel_level': 118.264969, 'fuel_percent': 92, 'is_scooping': False, 'cur_star_system': 'Lambda Serpentis', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:49:25.057 DEBUG    Journal*.log: read: 6 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Alrai Sector FG-X b1-6', 'star_class': 'M', 'target': 'V2367 Ophiuchii', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': False, 'interdicted': True, 'no_dock_reason': 'Distance', 'mission_completed': 33, 'mission_redirected': 0, 'body': 'Woodroffe Horizons', 'dist_jumped': 17.554, 'jumps_remains': 2, 'fuel_capacity': 128.0, 'fuel_level': 107.994003, 'fuel_percent': 84, 'is_scooping': False, 'cur_star_system': 'Alrai Sector FG-X b1-6', 'cur_station': 'Woodroffe Horizons', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'vistagenomics', 'registeringcolonisation']}
20:49:25.068 DEBUG    position=scanning
20:49:25.068 DEBUG    	send=PrimaryFire,key:{'key': 63, 'mods': []},key_name:Key_F5,hold:None,repeat:1,repeat_delay:None,state:1
20:49:25.072 DEBUG    refuel
20:49:25.083 INFO     Status update: Avoiding star
20:49:25.086 INFO     Avoiding star
20:49:25.086 DEBUG    align= avoid sun
20:49:25.602 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:25.714 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:25.826 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:25.939 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.052 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.164 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.275 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.389 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.501 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.614 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.734 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.846 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:26.958 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:27.070 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:27.183 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:27.295 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
20:49:27.409 DEBUG    	send=PitchUpButton,key:{'key': 83, 'mods': []},key_name:Key_Numpad_Decimal,hold:None,repeat:1,repeat_delay:None,state:1
